Company,Amount,Year
Amicus Therapeutics,40000,2015
Covance Inc,40000,2015
Breckenridge Pharmaceutical,40000,2015
Bone Growth Stimulator Coalition,40000,2015
Research Corporation Technologies,36000,2015
sBioMed,30000,2015
Teleflex Inc,30000,2015
PDP Holdings,30000,2015
Par Pharmaceutical,30000,2015
Tetraphase Pharmaceuticals,30000,2015
Bruin Biometrics,30000,2015
Concordia Healthcare,30000,2015
CyberKnife Coalition,30000,2015
Dendreon Corp,30000,2015
Nanobiosym Inc,30000,2015
Nanotherapeutics Inc,30000,2015
Medical Compression Systems,30000,2015
EO2 Concepts,30000,2015
Hyperion Therapeutics,30000,2015
Serepta Therapeutics,25000,2015
SHINE Medical Technologies,20000,2015
Rockwell Medical Technologies,20000,2015
Pennslyvania Biotechnology Assn,20000,2015
Permobil Inc,20000,2015
Pharmaceutical Dist Security Alliance,20000,2015
Prolong Pharmaceuticals,20000,2015
Terumo Corp,20000,2015
Inspirion Pharmaceuticals,20000,2015
Illumina Inc,20000,2015
INSYS Therapeutics,20000,2015
Globus Medical,20000,2015
LivaNova PLC,20000,2015
KCI USA,20000,2015
CRISPR Therapeutics,20000,2015
EarlySense Inc,20000,2015
Biovest International,20000,2015
American Neuromonitoring Assn,20000,2015
Roho Group,15000,2015
Sandesara Group,15000,2015
SAB Biotherapeutics,10000,2015
Salix Pharmaceuticals,10000,2015
VJ Technologies,10000,2015
Akers Biosciences,10000,2015
Adamas Pharmaceuticals,10000,2015
Clasado Ltd,10000,2015
Consortium for Plant Biotech Research,10000,2015
National Assn Advancement of Orthotics/Prosthetics,10000,2015
Onconova Therapeutics,10000,2015
Fujirebio Diagnostics Inc,10000,2015
Forest Laboratories,10000,2015
Intersect ENT,10000,2015
Inspirion Delivery Technologies,10000,2015
Biomedical Research Institute,8000,2015
Bexion Pharmaceuticals,0,2015
Arrow International,0,2015
Association of Medical Device Reprocessors,0,2015
Admetech,0,2015
AcuFocus,0,2015
American Society for Microbiology,0,2015
America's Specialty Medicine Companies,0,2015
AlgiPharma AS,0,2015
Alliance Surgical Distributors,0,2015
Cure Care,0,2015
Eckert & Ziegler Radiation & Medical,0,2015
Cleveland BioLabs,0,2015
Cochlear Corp,0,2015
Intl Assn Med Equip Remark & Servicers,0,2015
International Pharm Aerosol Consortium,0,2015
IOGEN Corp,0,2015
Isis Pharmaceuticals,0,2015
Fresenius Medical Care,0,2015
FluGen Inc,0,2015
Food Allergy Research & Education,0,2015
HemispheRx Biopharma,0,2015
Orthocare Innovations,0,2015
Mobile Medical International Corp,0,2015
Moroccanoil Israel,0,2015
Lannett Co,0,2015
Lumara Health,0,2015
Medefil Inc,0,2015
MediGLIDER Corp,0,2015
Medical Imaging & Technology Alliance,0,2015
Westport Pharmaceuticals,0,2015
Zimmer Holdings,0,2015
Royal Pharma Management,0,2015
Promedtek Inc,0,2015
PillGuard Medication Delivery Systems,0,2015
Pharmathene Inc,0,2015
Panflu,0,2015
Pathcon Laboratories,0,2015
Pharmaceutical Research & Manufacturers of America,19730000,2016
Pfizer Inc,9880000,2016
Amgen Inc,9860000,2016
Biotechnology Innovation Organization,9230000,2016
Bayer AG,8240000,2016
AbbVie Inc,7270000,2016
Eli Lilly & Co,7230000,2016
Novartis AG,6960090,2016
Merck & Co,6500000,2016
Johnson & Johnson,5710000,2016
Sanofi,5200000,2016
Alkermes Plc,4460000,2016
Roche Holdings,4390000,2016
Teva Pharmaceutical Industries,4280000,2016
GlaxoSmithKline,3692000,2016
Gilead Sciences,3480000,2016
Medtronic Inc,3400000,2016
Allergan plc,3190000,2016
AdvaMed,3170000,2016
Generic Pharmaceutical Assn,2860000,2016
Bristol-Myers Squibb,2840000,2016
AstraZeneca PLC,2838980,2016
Pharmaceutical Care Management Assn,2728160,2016
Express Scripts,2703000,2016
Biogen,2690000,2016
Shire Plc,2615000,2016
Astellas Pharma,2520000,2016
Novo Nordisk Pharmaceuticals,2512000,2016
Intrexon Corp,2410000,2016
Celgene Corp,2380000,2016
Abbott Laboratories,2290000,2016
Merck KGaA,2220000,2016
Mallinckrodt Inc,2160000,2016
Eisai Co Ltd,2080000,2016
CH Boehringer Sohn,1970000,2016
Endo Health Solutions,1750000,2016
Otsuka Pharmaceutical,1750000,2016
Smith & Nephew,1705000,2016
Mylan Inc,1695000,2016
Boston Scientific Corp,1670000,2016
AmerisourceBergen Corp,1590000,2016
Baxter International,1490000,2016
Vertex Pharmaceuticals,1340000,2016
McKesson Corp,1295000,2016
Alexion Pharmaceuticals,1252955,2016
Sumitomo Chemical,1250000,2016
Medical Device Manufacturers Assn,1200000,2016
Cardinal Health,1190000,2016
Consumer Healthcare Products Assn,1170000,2016
Healthcare Distribution Alliance,1155000,2016
Takeda Pharmaceutical Co,1088000,2016
California Life Sciences Assn,1040000,2016
Horizon Pharma,1020000,2016
"Becton, Dickinson & Co",980000,2016
Apotex Inc,960000,2016
Edwards Lifesciences,950000,2016
Alere Inc,870000,2016
Bavarian Nordic,856000,2016
Herbalife International,840000,2016
Hill-Rom Holdings,840000,2016
Myriad Genetics,820000,2016
Coalition for Patient Vision Care Safety,810000,2016
CSL Ltd,790000,2016
St Jude Medical,790000,2016
Cook Group,750000,2016
Purdue Pharma,714000,2016
Academy of Managed Care Pharmacies,673000,2016
Omeros Corp,645000,2016
Elekta AB,640000,2016
Varian Medical Systems,640000,2016
Perrigo Co,600000,2016
Steris Corp,580000,2016
Plasma Protein Therapeutics Assn,550000,2016
Zimmer Biomet,530000,2016
Pharma Industry Labor Management Assn,520000,2016
Arbor Pharmaceuticals,520000,2016
BioMarin Pharmaceutical,500000,2016
Alliance for Biopharma Competitiveness/Innovation,500000,2016
Natural Products Assn,499000,2016
Lundbeck Inc,480000,2016
Jazz Pharmaceuticals,480000,2016
Biosimilars Forum,480000,2016
Coherus Biosciences,480000,2016
Invacare Corp,471041,2016
Avanir Pharmaceuticals,450000,2016
DexCom,444250,2016
Grifols Inc,440000,2016
UCB Inc,440000,2016
Regeneron Pharmaceuticals,420000,2016
Pharmathene Inc,415050,2016
Momenta Pharmaceuticals,400000,2016
Direct Supply Inc,400000,2016
Sorenson Communications,390000,2016
Marathon Pharmaceuticals,380000,2016
Council for Responsible Nutrition,370000,2016
American Orthotic & Prosthetic Assn,370000,2016
Natl Coalition For Assistive/Rehab Tech,362000,2016
Exact Sciences Corp,360000,2016
Public Access to SunScreens Coalition,360000,2016
TherapeuticsMD,360000,2016
Sarepta Therapeutics,350000,2016
Daiichi Sankyo Inc,340000,2016
Diabetes Access to Care Coalition,330000,2016
Verax Biomedical,330000,2016
Novocure Inc,321000,2016
Nektar Therapeutics,320000,2016
Mallinckrodt Pharmaceuticals,320000,2016
Medical Device Competitiveness Coalition,320000,2016
Antimicrobial Innovation Alliance,320000,2016
Samumed LLC,320000,2016
Assn of Clinical Research Organizations,300000,2016
Harmar Mobility,290000,2016
Insightec Inc,290000,2016
Center of Innovation for Nanobiotechnology,280000,2016
FUJIFILM Pharmaceutical USA,275000,2016
Pride Mobility Products,250000,2016
Patheon Inc,240000,2016
Sun Pharmaceutical Industries,240000,2016
Hollister Inc,240000,2016
Hologic Inc,240000,2016
Illumina Inc,240000,2016
Kaleo Inc,240000,2016
Melinta Therapeutics,240000,2016
Black Beret Life Sciences,240000,2016
Bosarge Life Sciences,240000,2016
Alliance to Prevent the Abuse of Medicines,240000,2016
Amag Pharmaceuticals,240000,2016
Apollo Global Management,231635,2016
Insulet Corp,230000,2016
Indivior,228000,2016
Medicines Co,220000,2016
Xenex Disinfection Services,220000,2016
ReWalk Robotics,210000,2016
KCI USA,210000,2016
Orexo AB,210000,2016
Numotion,208000,2016
Healthcare Institute of New Jersey,203748,2016
Spectrum Pharmaceuticals,202000,2016
SHINE Medical Technologies,200000,2016
Stryker Corp,200000,2016
Rockwell Medical Technologies,200000,2016
Pernix Therapeutics,200000,2016
Translational Genomics Research Inst,200000,2016
Human Longevity Inc,200000,2016
Organovo Inc,200000,2016
North Carolina Biotechnology Center,200000,2016
Mead Johnson Nutritional,200000,2016
Alnylam Pharmaceuticals,200000,2016
CR Bard Inc,200000,2016
Council on Radionuclides & Radiopharm,200000,2016
Cempra Pharmaceuticals,190000,2016
Adapt Pharma,190000,2016
Valeant Pharmaceutical North America,190000,2016
bluebird bio,186000,2016
CliniComp International,180000,2016
Covidien Ltd,180000,2016
Advaxis Inc,180000,2016
Heron Therapeutics,180000,2016
Titan Spine LLC,180000,2016
Pfenex Inc,180000,2016
Pharmaceutical Assoc,180000,2016
QuintilesIMS Inc,180000,2016
Raptor Pharmaceuticals,180000,2016
Ekso Bionics,175000,2016
Djo Inc,170000,2016
Depomed Inc,170000,2016
InfuSystem,170000,2016
Prolacta Bioscience,170000,2016
Retrophin Inc,160000,2016
Spark Therapeutics,160000,2016
SIGA Technologies,160000,2016
HTG Molecular Diagnostics,160000,2016
Humacyte Inc,160000,2016
Intl Contrast Ultrasound Society,160000,2016
Health Industry Distributors Assn,160000,2016
Medivation,160000,2016
Convatec,160000,2016
Breckenridge Pharmaceutical,160000,2016
Canada International Pharmacy Assn,160000,2016
CaptureRx,160000,2016
Achaogen,160000,2016
Amneal Pharmaceuticals,160000,2016
Biocryst Pharmaceuticals,160000,2016
Braeburn Pharmaceuticals,150000,2016
Concordia Healthcare,150000,2016
Editas Medicines,150000,2016
Dr Reddy's Laboratories,150000,2016
Mobilex USA,150000,2016
Genomind,150000,2016
Organogenesis Inc,140000,2016
Nu Skin Enterprises,140000,2016
Abiomed Inc,140000,2016
Romark Laboratories,135000,2016
Mast Therapeutics,130000,2016
Med-Care Diabetic & Medical Supplies,120000,2016
KARL STORZ Endoscopy,120000,2016
LFB Biotechnologies,120000,2016
Novavax Inc,120000,2016
EveryLife Foundation for Rare Diseases,120000,2016
FujiFilm,120000,2016
Intuitive Surgical,120000,2016
INSYS Therapeutics,120000,2016
Institut Merieux,120000,2016
Actelion Pharmaceuticals US,120000,2016
BionX Medical Technologies,120000,2016
Aralez Pharmaceuticals,120000,2016
Egalet Corp,120000,2016
DeRoyal Industries,120000,2016
Elusys Therapeutics,120000,2016
Cormedix Inc,120000,2016
Bruin Biometrics,120000,2016
Ross Products,120000,2016
Rotech Healthcare,120000,2016
Royal DSM NV,120000,2016
RTI Biologics,120000,2016
Temp Time Inc,120000,2016
United Natural Products Alliance,120000,2016
Zogenix Inc,120000,2016
Zydus Pharmaceuticals,120000,2016
Vertos Medical,110000,2016
PharMEDium Services,110000,2016
Leading BioSciences,110000,2016
Permobil Inc,105000,2016
Nanobiosym Inc,100000,2016
Intersystems Corp,100000,2016
Juno Therapeutics,100000,2016
Collegium Pharmaceutical,100000,2016
DermaTran Health Solutions,100000,2016
doTERRA International,100000,2016
Edge Therapeutics Inc,100000,2016
Amphastar Pharmaceuticals,100000,2016
Ferring BV,98000,2016
iWalk Inc,95000,2016
Bicon Dental Implants,92500,2016
Biovest International,90000,2016
Amplifon USA,90000,2016
Acorda Therapeutics,90000,2016
Accuray Inc,90000,2016
Coqui RadioPharmaceuticals,90000,2016
Chimerix,90000,2016
Iroko Pharmaceuticals,90000,2016
Heartware Inc,90000,2016
Northwest Biotherapeutics,90000,2016
Ophthotech Corp,90000,2016
Orthosensor Inc,90000,2016
Medical Compression Systems,90000,2016
Penumbra Inc,90000,2016
Prothena Biosciences,80000,2016
Turing Pharmaceuticals,80000,2016
VisionCare Ophthalmic Technologies,80000,2016
Medical Information Working Group,80000,2016
Masimo Corp,80000,2016
Massachusetts Biotechnology Council,80000,2016
Life Technologies Corp,80000,2016
LivaNova PLC,80000,2016
Luminex Corp,80000,2016
Halyard Health,80000,2016
Fagron NV,80000,2016
Gary & Mary West Health Institute,80000,2016
Integra LifeSciences,80000,2016
Cerus Corp,80000,2016
Calspan-Univ of Buffalo Research Center,80000,2016
Dental Trade Alliance,80000,2016
EarlySense Inc,80000,2016
EO2 Concepts,80000,2016
Akers Biosciences,80000,2016
Aduro BioTech,80000,2016
Amber Pharmacy,80000,2016
Arteriocyte Inc,80000,2016
Aqua Bounty Technologies,80000,2016
Academy of Radiology Research,75800,2016
Magellan Diagnostics,74000,2016
Kite Pharma,70000,2016
American Assn of Homeopathic Pharmacists,70000,2016
Colgate-Palmolive Co,70000,2016
Wockhardt USA,70000,2016
Vifor Pharma,70000,2016
PTC Therapeutics,70000,2016
IntegenX,66000,2016
Philadelphia Health & Education Corp,60125,2016
Zynerba Pharmaceuticals,60000,2016
Intl Partnership for Microbicides,60000,2016
Henry Schein Inc,60000,2016
Coldchain Technology Services,60000,2016
C-Path Institute,60000,2016
American Herbal Products Assn,60000,2016
Analogic Corp,60000,2016
OPKO Health,50000,2016
Zoll Medical,50000,2016
Pharmaceutical Printed Literature Assn,50000,2016
Serepta Therapeutics,50000,2016
ZAG Group,45000,2016
Cipla Ltd,45000,2016
Dynavax Technologies,45000,2016
CRISPR Therapeutics,40000,2016
Breathe Technologies,40000,2016
Amicus Therapeutics,40000,2016
Banner Life Sciences,40000,2016
Amarin Corp,40000,2016
Orasure Technologies,40000,2016
Ohio Willow Wood,40000,2016
Natl Assn Public Health Stat & Info Syst,40000,2016
Lauridsen Group,40000,2016
Healthcare Nutrition Council,40000,2016
Hearing Industries Assn,40000,2016
Globus Medical,40000,2016
General Nutrition Corp,40000,2016
Fujirebio Diagnostics Inc,40000,2016
Food Allergy Research & Education,40000,2016
United States Medical Supply,40000,2016
Truven Health Analytics,40000,2016
Terumo Corp,40000,2016
Telecare Global,40000,2016
Prolong Pharmaceuticals,40000,2016
Research Corporation Technologies,36000,2016
Natl Cltn of Pharmaceutical Distributors,35000,2016
Biolytical Laboratories,31980,2016
Derma Sciences,30000,2016
GW Pharma,30000,2016
CCS Medical,25000,2016
Bioscrip Inc,25000,2016
Trident USA Health Services,22500,2016
ResMed Inc,20000,2016
Neuralstem,20000,2016
Par Pharmaceutical,20000,2016
PaxVax Inc,20000,2016
Cryopoint LLC,20000,2016
Guardant Health,20000,2016
Gordian Medical Inc,20000,2016
Glaukos Corp,20000,2016
Intl Assn Med Equip Remark & Servicers,20000,2016
Ipsen Biopharmaceuticals,20000,2016
National Disease Research Interchange,20000,2016
Roho Group,15000,2016
Medicago,14000,2016
National Assn Advancement of Orthotics/Prosthetics,10000,2016
Onconova Therapeutics,10000,2016
Genomic Health Inc,10000,2016
EP Technologies,10000,2016
Athena ISG/GTXtreme,10000,2016
Antares Pharma,10000,2016
VGM Group,10000,2016
Coalition to Advance Dietary Supplements,8000,2016
GeoVax Labs,5000,2016
FluGen Inc,0,2016
Isis Pharmaceuticals,0,2016
Invitae Inc,0,2016
IOGEN Corp,0,2016
Integrated Diagnostics,0,2016
International Pharm Aerosol Consortium,0,2016
Intersect ENT,0,2016
Onyx Pharmaceuticals,0,2016
Osiris Therapeutics,0,2016
Panflu,0,2016
Nestle SA,0,2016
MediGLIDER Corp,0,2016
Merit Medical Systems,0,2016
Mobile Medical International Corp,0,2016
Lannett Co,0,2016
Katena Products,0,2016
Cochlear Corp,0,2016
Clasado Ltd,0,2016
Cleveland BioLabs,0,2016
Bone Growth Stimulator Coalition,0,2016
Eckert & Ziegler Radiation & Medical,0,2016
Association of Medical Device Reprocessors,0,2016
All American Medical Supplies,0,2016
America's Specialty Medicine Companies,0,2016
American Society for Microbiology,0,2016
Adamas Pharmaceuticals,0,2016
Admetech,0,2016
Texas Biomedical Research Institute,0,2016
Z-Medica,0,2016
Vivus Inc,0,2016
VJ Technologies,0,2016
Westport Pharmaceuticals,0,2016
Zimmer Holdings,0,2016
SAB Biotherapeutics,0,2016
sBioMed,0,2016
Sanovas Inc,0,2016
PDP Holdings,0,2016
Pennslyvania Biotechnology Assn,0,2016
Pathcon Laboratories,0,2016
Pharma & Biopharma Outsourcing Assn,0,2016
Promedtek Inc,0,2016
PillGuard Medication Delivery Systems,0,2016
Pozen Inc,0,2016
Pharmaceutical Dist Security Alliance,0,2016
Pharmaceutical Research & Manufacturers of America,25847500,2017
Amgen Inc,10620000,2017
Pfizer Inc,10430000,2017
Bayer AG,9400000,2017
Biotechnology Innovation Organization,9390000,2017
Novartis AG,8759510,2017
Eli Lilly & Co,7195000,2017
Johnson & Johnson,6910000,2017
Merck & Co,6230000,2017
AbbVie Inc,5660000,2017
Teva Pharmaceutical Industries,5590000,2017
Sanofi,4786000,2017
Roche Holdings,4234476,2017
GlaxoSmithKline,4180000,2017
Abbott Laboratories,4150000,2017
Alkermes Plc,4090000,2017
Medtronic Inc,3920000,2017
Bristol-Myers Squibb,3610000,2017
AdvaMed,3600000,2017
Gilead Sciences,3550000,2017
Association for Accessible Medicines,3450000,2017
Takeda Pharmaceutical Co,3430000,2017
Horizon Pharma,3410000,2017
Novo Nordisk Pharmaceuticals,3180000,2017
Allergan plc,3010000,2017
Shire Plc,2910000,2017
Pharmaceutical Care Management Assn,2909378,2017
Express Scripts,2840000,2017
Celgene Corp,2750000,2017
Emergent BioSolutions,2720000,2017
Biogen,2680000,2017
Mylan Inc,2660000,2017
Astellas Pharma,2480000,2017
CH Boehringer Sohn,2480000,2017
AstraZeneca PLC,2389000,2017
Intrexon Corp,2180000,2017
Baxter International,2170000,2017
Merck KGaA,1960000,2017
Smith & Nephew,1880000,2017
Eisai Co Ltd,1833000,2017
Cardinal Health,1750000,2017
Vertex Pharmaceuticals,1690000,2017
Boston Scientific Corp,1640000,2017
AmerisourceBergen Corp,1570000,2017
Mallinckrodt Inc,1380000,2017
Endo Health Solutions,1350000,2017
McKesson Corp,1297000,2017
Sumitomo Chemical,1280000,2017
Healthcare Distribution Alliance,1273232,2017
"Becton, Dickinson & Co",1250000,2017
Alexion Pharmaceuticals,1226837,2017
Medical Device Manufacturers Assn,1200000,2017
Otsuka Pharmaceutical,1080000,2017
BioMarin Pharmaceutical,1070000,2017
Alere Inc,1050000,2017
Omeros Corp,1005000,2017
Purdue Pharma,940000,2017
Coalition for Patient Vision Care Safety,900000,2017
Consumer Healthcare Products Assn,871000,2017
Cook Group,870000,2017
Edwards Lifesciences,870000,2017
CSL Ltd,850000,2017
Hill-Rom Holdings,840000,2017
Myriad Genetics,770000,2017
Medela Inc,740000,2017
Regeneron Pharmaceuticals,740000,2017
Varian Medical Systems,710000,2017
Herbalife International,700000,2017
Apotex Inc,700000,2017
Zimmer Biomet,685000,2017
Bavarian Nordic,669000,2017
Insulet Corp,665000,2017
Starkey Hearing Technologies,655000,2017
Perrigo Co,640000,2017
Sorenson Communications,620000,2017
Egalet Corp,606000,2017
Glenmark Pharmaceuticals,602000,2017
Alliance for Biopharma Competitiveness/Innovation,600000,2017
Daiichi Sankyo Inc,590000,2017
Plasma Protein Therapeutics Assn,590000,2017
Lundbeck Inc,585000,2017
Grifols Inc,584000,2017
Elekta AB,580000,2017
Complete Pharma Holdings,580000,2017
Retrophin Inc,570000,2017
SHINE Medical Technologies,542359,2017
California Life Sciences Assn,530000,2017
Alliance for Safe Online Pharmacies,490000,2017
Assn of Clinical Research Organizations,480000,2017
Biosimilars Forum,480000,2017
Jazz Pharmaceuticals,480000,2017
Invacare Corp,477676,2017
UCB Inc,452500,2017
Spark Therapeutics,450000,2017
Coherus Biosciences,440000,2017
Bioscrip Inc,420000,2017
Nektar Therapeutics,410500,2017
Council for Responsible Nutrition,400000,2017
Arbor Pharmaceuticals,390000,2017
Momenta Pharmaceuticals,380000,2017
Antimicrobial Innovation Alliance,360000,2017
American Orthotic & Prosthetic Assn,360000,2017
QuintilesIMS Inc,360000,2017
Academy of Managed Care Pharmacies,351000,2017
Steris Corp,350000,2017
TherapeuticsMD,340000,2017
Abiomed Inc,340000,2017
Novocure Inc,332000,2017
Exact Sciences Corp,330000,2017
